diario|id_news|snippet|svm_prediction|time|title|year
El Comercio (Ecuador)|ecuador_elcomercio_2016_100|Ecuador el 26 de julio de 1996 más allá de la medalla de 'Jeff' Pérez ... Según publicío Diario EL COMERCIO en su edición del 27 de julio de 1996 Pérez tuvo ...|sport|26 Jul. 2016|Ecuador el 26 de julio de 1996 más allá de la medalla de 'Jeff' Pérez|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_36|Ecuador se impuso 4-3 a Colombia en el cotejo válido por el grupo A del Sudamericano Sub 20 de fútbol que se realizó en el estadio Olímpico de Riobamba la ...|sport|20 ene. 2017|Ecuador ganó 4-3 a Colombia en el Sudamericano Sub 20 de fútbol|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_64|La Selección de Ecuador deberá sortear el bajón futbolístico de sus figuras y otra serie de complicaciones para armar el equipo que enfrentará el 31 de agosto ...|sport|16 ago. 2017|Ecuador con serias complicaciones para armarse y enfrentar a Brasil|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_99|El Directorio de la Federación Ecuatoriana de Fútbol (FEF) sancionó en la tarde de este jueves 12 de octubre de 2017 a los futbolistas que supuestamente se ...|sport|12 Oct. 2017|Cinco seleccionados de Ecuador sancionados por indisciplina en la Tri|2017.0
El Universo|ecuador_eluniverso_2015_41|Gustavo Quinteros intentará clasificar con Ecuador al Mundial de Rusia 2018 en un proceso que se iniciará el próximo 28 de marzo con el amistoso contra ...|sport|31 ene. 2015|Gustavo Quinteros tiene un vínculo añejo con Ecuador|2015.0
El Universo|ecuador_eluniverso_2015_56|El técnico de la selección argentina de fútbol Gerardo Martino convocó al arquero Gerónimo Rulli y ratificó al atacante Carlos Tévez en la lista que entregó ...|sport|10 Mar. 2015|Carlos Tévez fue citado para enfrentar a Ecuador|2015.0
El Universo|ecuador_eluniverso_2015_57|Asociación de Fútbol Profesional Ecuatoriano (AFPE) será el nombre de Liga que promueven los dirigentes de clubes de la serie A y B del fútbol nacional ...|sport|7 dic. 2015|Asociación de Fútbol Profesional Ecuatoriano (AFPE) será el nombre ...|2015.0
El Universo|ecuador_eluniverso_2015_59|Ángel Mena delantero de Emelec y preseleccionado de Ecuador para la Copa América es optimista de recuperarse de una lesión y estar en la nómina ...|sport|26 May. 2015|Ángel Mena será evaluado al unirse a la Selección de Ecuador|2015.0
El Universo|ecuador_eluniverso_2015_139|El volante uruguayo Brahian Alemán puso fin a las especulaciones sobre su vinculación a Barcelona al llegar ayer a Guayaquil con las maletas completas y su ...|sport|29 ene. 2015|Por fin vino Brahian Alemán para Barcelona|2015.0
El Universo|ecuador_eluniverso_2017_34|La selección ecuatoriana enfrenta hoy a Paraguay con la necesidad de ganar para asegurar su clasificación al hexagonal final del Sudamericano sub-20.|sport|25 ene. 2017|Selección de Ecuador Sub-20 en juego definitivo|2017.0
El Universo|ecuador_eluniverso_2017_46|La selección de Ecuador Sub-20 cayó eliminada del Mundial de Corea del Sur de la categoría luego de su empate este domingo en Jeonju ante Senegal (0-0) ...|sport|28 May. 2017|Ecuador dice adiós al Mundial Sub-20 tras empate con Senegal|2017.0
El Universo|ecuador_eluniverso_2017_63|Más allá de los malos resultados que ha registrado Ecuador en esta eliminatoria en la altura de Quito sumado a voces contrarias a que se juegue en la capital ...|sport|8 Oct. 2017|Jorge Célico quiere ver a Ecuador 'arrollador'|2017.0
El Universo|ecuador_eluniverso_2017_79|La contracara son Chile 3 de 12 y Ecuador cero de 12. Y no son los únicos atribulados. La hermana en desgracia es Argentina que entró en zona de ...|sport|6 Sep. 2017|Ecuador: ¿Es el técnico o son los jugadores…?|2017.0
El Universo|ecuador_eluniverso_2018_102|... de ataques que pudimos recrear en esta para (en referencia a la pausa del campeonato por la participación de la selección de Ecuador en amistosos)”.|sport|25 Nov. 2018|Jugadores de Emelec están 'estimulados' dice DT Soso|2018.0
El Universo|ecuador_eluniverso_2018_114|El seleccionador de Ecuador el colombiano Hernán Darío Gómez afirmó este lunes que sus pupilos no están listos en este momento “para pelear de fútbol a ...|sport|12 Nov. 2018|Bolillo Gómez: Ecuador no está para pelear de fútbol a fútbol con Perú|2018.0
La Hora (Ecuador)|ecuador_lahora_2015_22|Ante el partido de hoy a las 19:00 que enfrenta a Ecuador y Argentina. Repasa algunos de los lugares para vivir este encuentro con la mayor de las ...|sport|7 Oct. 2015|Hinchadas se juntan para vivir la pasión del fútbol|2015.0
La Hora (Ecuador)|ecuador_lahora_2016_27|Independiente del Valle actual finalista de América jugará como local frente a River Ecuador buscando sellar su clasificación al torneo de clubes más ...|sport|9 dic. 2016|Delfín saldrá con todo ante Emelec|2016.0
La Hora (Ecuador)|ecuador_lahora_2017_15|El ecuatoriano Hólger Quiñónez quien jugó las Eliminatorias al Mundial de México 1986 dijo que será complicado para Ecuador ganar en ese reducto. “Todos ...|sport|30 ago. 2017|Ecuador visita esta noche (19:45) a Brasil en un partido que está ...|2017.0
La Hora (Ecuador)|ecuador_lahora_2018_29|El 2-0 de ayer de Ecuador ante Jamaica en el Red Bul Arena de Nueva Jersey sirvió para que debute el entrenador Hernán Darío Gómez en la zona técnica ...|sport|7 Sep. 2018|Ecuador gana a Jamaica en debut de 'Bolillo' Gómez como entrenador|2018.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_3|En esa zona la defensa a Ecuador le marcaron cuatro tantos con remates ejecutados por el centro del área defendida por el golero Alexander Domínguez ...|sport|17 Jun. 2016|La Selección de Ecuador falló en la puntería|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_6|Brasil le bailó samba a Ecuador en el estadio Olímpico Atahualpa el pasado jueves 1 de septiembre del 2016. Neymar Marcelo y compañía mostraron su mejor ...|sport|2 Sep. 2016|No sufras por la derrota de Ecuador mejor ríete de los memes|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_13|Ecuador tiene un nefasto historial de resultados enfrentando a Brasil en la Copa América. Las selecciones se enfrentaron en 12 oportunidades en el torneo ...|sport|3 Jun. 2016|Ecuador nunca le ganó a Brasil en la Copa América|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_61|El compromiso se disputará desde las 10:45 (hora de Ecuador) en el estadio Metropolitano de Lara. En el grupo B también participan los combinados de ...|sport|3 Mar. 2016|Ecuador debutará en el Sudamericano femenino Sub 17 ante Brasil|2016.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_82|Solo 13 minutos bastaron para que la afición llene de elogios a Matías Oyola por su debut en la selección ecuatoriana. El jugador argentino-ecuatoriano ...|sport|13 Oct. 2016|El debut de Matías Oyola conmocionó a las redes sociales|2016.0
La Hora (Ecuador)|ecuador_lahora_2018_55|Ecuador descontó a través de Justin Cuadra. La defensa aprovechó un rebote para vencer a la portera Valentina Rivas a los 74 minutos. En los 15 minutos ...|sport|15 ene. 2018|Colombia golea a Ecuador en el Sudamericano femenino|2018.0
La Hora (Ecuador)|ecuador_lahora_2017_68|Ecuador llevará una mezcla de juventud y de experiencia con la mayor cantidad de atletas 17 en total en comparación con los Mundiales de Pekín 2015 en ...|sport|28 Jul. 2017|Ecuador asistirá al Mundial de Atletismo en Londres con 17 deportistas|2017.0
La Hora (Ecuador)|ecuador_lahora_2017_20|El crack del fútbol mundial Lionel Messi logró revertir el marcador favorable con el que Ecuador empezó el partido contra Argentina. A los 12 minutos Messi ...|sport|10 Oct. 2017|Argentina ganó a Ecuador 3-1 en el partido final de las eliminatorias ...|2017.0
La Hora (Ecuador)|ecuador_lahora_2016_49|Los exámenes de cartometría realizados al futbolista Andy Casquete tendría 17 años y no más esto según los documentos publicados por el periodista Pablo ...|sport|5 Feb. 2016|Se confirma que futbolista Andy Casquete nació en 1998|2016.0
La Hora (Ecuador)|ecuador_lahora_2016_0|Las selecciones de Perú y Ecuador se enfrentarán mañana en la octava jornada de las eliminatorias sudamericanas para el Mundial de Rusia 2018 con la ...|sport |5 Sep. 2016|Perú y Ecuador buscan triunfo que remedie malos resultados|2016.0
El Universo|ecuador_eluniverso_2017_70|Los partidos comprobatorios que jugó Ecuador contra Venezuela y El Salvador en Estados Unidos sin contar con futbolistas estelares como Antonio Valencia ...|sport|14 Jun. 2017|Ecuador prueba jugadores y soluciona 'fallas'|2017.0
El Universo|ecuador_eluniverso_2017_74|Los nombres de los 23 futbolistas que defenderán a Ecuador en el Sudamericano Sub-20 quedaron desvelados ayer por el DT Javier Rodríguez en una ...|sport|3 ene. 2017|Selección Sub-20 de Ecuador definida para Sudamericano|2017.0
El Universo|ecuador_eluniverso_2017_24|En la última jornada del Sudamericano sub-20 tres selecciones aspiran al título. Uruguay Ecuador y Venezuela tienen opciones los primeros cierran el torneo ...|sport|10 Feb. 2017|Ecuador sub-20 por la definición del título|2017.0
El Universo|ecuador_eluniverso_2016_2|La selección de Ecuador tuvo una mala tarde en Barranquilla. La Tricolor cayó 3-1 ante Colombia en el estadio Metropolitano Roberto Meléndez y perdió su ...|sport|29 Mar. 2016|Colombia venció 3-1 y acabó con el invicto de Ecuador en la ...|2016.0
El Universo|ecuador_eluniverso_2015_61|Gustavo Quinteros entrenador de Ecuador anunció la nómina de 23 jugadores para la Copa América de Chile que inicia el 11 de junio y finaliza el 4 de julio.|sport|1 Jun. 2015|Ecuador eligió a sus 23 convocados para la Copa América de Chile|2015.0
El Universo|ecuador_eluniverso_2015_4|La selección de Ecuador tuvo un amargo debut en el Sudamericano Sub-20. La Mini-Tri fue goleada 2-5 ante Argentina en la primera jornada del Grupo A.|sport|14 ene. 2015|Ecuador perdió 2-5 ante Argentina en el inicio del Sudamericano Sub ...|2015.0
El Universo|ecuador_eluniverso_2015_8|Ecuador derrotó 2-1 a Paraguay este martes y en el último suspiro del partido logró mantener sus posibilidades de avanzar a la segunda ronda del ...|sport|20 ene. 2015|Ecuador venció 2-1 a Paraguay y sigue en zona de clasificación en ...|2015.0
El Universo|ecuador_eluniverso_2015_9|Con un gol de Javier 'Chicharito' Hernández y gran actuación del portero Jesús Corona la selección de México derrotó 1-0 a su par de Ecuador en partido ...|sport|29 Mar. 2015|México venció 1-0 a Ecuador en el inicio de la era Quinteros|2015.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_71|El delantero Carlos Garcés del club Delfín quedó fuera de la selección de Ecuador de cara al partido amistoso del próximo miércoles 26 de julio del 2017 ...|sport|23 Jul. 2017|Carlos Garcés desafectado de la selección de Ecuador por lesión|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_3|Con titulares como 'Desastre en Quito' 'Despedidos del Mundial' 'Mundial solo por TV' y ¡Decepción en el Atahualpa! la prensa deportiva ecuatoriana se ...|sport|6 Sep. 2017|La prensa en Ecuador de la 'Decepción en el Atahualpa' a la ...|2017.0
El Comercio|ecuador_elcomercio_2015_43|La FIFA publicó el 'ranking' mensual de las selecciones alrededor del mundo y en ese listado la Selección ecuatoriana de fútbol ascendió 10 puestos gracias ...|sport|5 Nov. 2015|La Selección de Ecuador ascendió 10 puestos en el 'ranking' FIFA|2015.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_41|Un gol de Juan Martínez (93') le dio la victoria a Colombia ante Ecuador en el primer partido de las dos selecciones en el Hexagonal final del Sudamericano ...|sport|7 Mar. 2017|Con un gol en el último minuto Colombia derrotó a Ecuador en el ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2017_5|Ocho jugadores de la Selección ecuatoriana tenían previsto viajar ayer en la tarde hasta Asunción para afrontar el partido ante Paraguay el próximo jueves 23.|sport|18 Mar. 2017|Ecuador se entrena desde este domingo 19 de marzo en suelo ...|2017.0
El Comercio (Ecuador)|ecuador_elcomercio_2016_28|La Selección de Ecuador empató 2-2 con Paraguay en partido correspondiente a la quinta jornada de las Eliminatorias Sudamericanas. En un cotejo polémico ...|sport|25 Mar. 2016|Ángel Mena le dio el empate a Ecuador ante Paraguay en el estadio ...|2016.0
El Comercio|ecuador_elcomercio_2015_57|“Hace un año ustedes (Diario EL COMERCIO) justamente me hicieron una entrevista y me tomaron fotos con la bandera de Ecuador por mi naturalización ...|sport|16 Mar. 2015|Los nacionalizados vuelven a la Tri|2015.0
La Hora (Ecuador)|ecuador_lahora_2017_53|Desvalijaron a la delegación de Universidad Católica de Ecuador en la previa del duelo ante Fluminense. Así lo dio a conocer hoy 29 de junio de 2017 ...|sport|29 Jun. 2017|Brasil: Desvalijan a integrantes de la Universidad Católica de Ecuador|2017.0
